Drug Name,SMILES,molecular_weight,logP,pKa,solubility,permeability,plasma_protein_binding,fm_in_vitro,fu_in_vitro,Clearance,CYP450_Enzyme
triamcinolone,C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O,,,,,,0.708,,,,
abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,506.59,,,5.0,,0.48699999999999993,,,26.0,CYP450_3a4_substrate
diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,255.36,,,,,0.405,,,3.95,CYP450_3a4_substrate
colchicine,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,399.44,,12.8,,,0.39,,,54.1,
trifluridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,296.2,,,,,0.96,,,2.93,
ethinylestradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,296.408,3.7649999999999997,10.33,3.0,,0.97,,,2.079,
ensartinib,C[C@@H]1CN(C[C@@H](N1)C)C(=O)C2=CC=C(C=C2)NC(=O)C3=NN=C(C(=C3)O[C@H](C)C4=C(C=CC(=C4Cl)F)Cl)N,561.4,3.6,,4.21,2.0,0.934,,,42.0,CYP450_3a4_substrate
methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.45,117.0,9.2,,,0.875,,,63.7,CYP450_3a4_substrate
futibatinib,COC1=CC(=CC(=C1)C#CC2=NN(C3=NC=NC(=C23)N)[C@H]4CCN(C4)C(=O)C=C)OC,418.4485,3.3,3.24,0.685,24.4,0.956,,,19.8,CYP450_3a4_substrate
verinurad,CC(C)(C(=O)O)SC1=C(C=NC=C1)C2=CC=C(C3=CC=CC=C32)C#N,348.4244,,,,35.8,,,,37.400000000000006,
ipatasertib,C[C@@H]1C[C@H](C2=C1C(=NC=N2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)C4=CC=C(C=C4)Cl)O,458.0028,2.5,9.0,10.0,3.55,,,0.63,2.7,
propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,259.347,,,,17.9,,,,10.5,CYP450_2d6_inhibitor
metformin,CN(C)C(=N)N=C(N)N,129.16,-1.43,11.8,100.0,,,,,3.96,
omadacycline,CC(C)(C)CNCC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,556.656,,,,,0.2,,,8.8,
osthole (Cnidium monnieri),CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C,244.288,3.95,,,,,,,,
fluoxetine,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,309.33,,,,,0.945,,,8.25,CYP450_3a4_substrate
lobeglitazone,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,480.5426,4.15,,,,0.9998999999999999,,,0.8099999999999999,
lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,581.065,5.1,1.0,,,0.99,,,,CYP450_3a4_substrate
degrasyn,CCC[C@@H](C1=CC=CC=C1)NC(=O)/C(=C/C2=NC(=CC=C2)Br)/C#N,384.3,,,,4.9,,,,,
ibrutinib,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,440.5,3.97,3.74,0.001,57.9,0.973,,,62.0,CYP450_3a4_substrate
apixaban,COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N,459.5035,,,,,0.87,,,3.3,CYP450_3a4_substrate
pergolide,CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC,314.494,,,,,,,,457.0,
zibotentan,CC1=CN=C(C(=N1)OC)NS(=O)(=O)C2=C(N=CC=C2)C3=CC=C(C=C3)C4=NN=CO4,424.4394,,,,,0.74,,,,
ceritinib,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,558.14,,,11.9,0.167,0.972,0.9,,89.0,CYP450_3a4_substrate
halofuginone,C1C[C@H]([C@@H](NC1)CC(=O)CN2C=NC3=CC(=C(C=C3C2=O)Cl)Br)O,414.6853,,,,2.5050000000000003,,,,,
GST-HG131,CC(C)(C)[C@@H]1COC2=CC(=C(C=C2C3=CC(=O)C(=CN13)C(=O)O)OC)OCCCOC,,,,,,0.5720000000000001,,,6019.55,
mibefradil,CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F,495.635,,,,,,,,6.6,
cefepime,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],480.5676,,,,,0.2,,,64.0,
amisulpride,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,369.483,,5.0,0.001,,0.275,,,31.2,CYP450_3a4_substrate
cephalexin,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,347.393,,,,,0.085,,,2.7,
sumatriptan,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,295.405,,,,,0.175,,,13.7,CYP450_3a4_substrate
nemonoxacin,C[C@H]1C[C@@H](CN(C1)C2=C(C3=C(C=C2)C(=O)C(=CN3C4CC4)C(=O)O)OC)N,371.4345,,,,,0.16,,,12.87,
bleomycin,CC1=C(N=C(N=C1N)[C@H](CC(=O)N)NC[C@@H](C(=O)N)N)C(=O)N[C@@H]([C@H](C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)N[C@H](C)[C@H]([C@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O,1415.56,,,,,,,,28.049999999999997,
glimepiride,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,490.622,,,,,0.995,,,47.8,CYP450_2c9_inhibitor
dolasetron,C1[C@@H]2CC(C[C@H]3N2CC(=O)C1C3)OC(=O)C4=CNC5=CC=CC=C54,324.378,,,,,,,,11.5,CYP450_3a4_substrate
nateglinide,CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,317.4,3.2,,0.001,,0.98,,,,CYP450_3a4_substrate
enalapril,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O,376.45,,,,,0.55,,,3.2,CYP450_3a4_inhibitor
tanshinone IIA,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C,294.3,,,5.0,,,,,,
cefixime,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OCC(=O)O)/C3=CSC(=N3)N)SC1)C(=O)O,453.454,,,,,0.34,,,0.75,
nifedipine,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,346.337,2.2,13.0,0.001,,0.485,,,4.4,CYP450_3a4_substrate
aripiprazole,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,448.38,,7.6,,20.5,0.99,,,0.5,CYP450_3a4_substrate
zavegepant,CC1=CC(=CC2=C1NN=C2)C[C@H](C(=O)N3CCN(CC3)C4CCN(CC4)C)NC(=O)N5CCC(CC5)C6=CC7=CC=CC=C7NC6=O,638.8,,4.8,100.0,,0.9,,,266.0,CYP450_3a4_substrate
tolamolol,CC1=CC=CC=C1OCC(CNCCOC2=CC=C(C=C2)C(=O)N)O,344.409,,,,,0.652,,,,
mitiperstat,C[C@H](C1=C(C=CC(=C1)Cl)CN2C3=C(C(=O)NC2=S)NC=C3)N,334.8,,,,,0.65,,,20.1,
abiraterone,C[C@]12CC[C@@H](CC1=CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC=C4C5=CN=CC=C5)C)O,349.5,,,,,0.9934999999999999,,,990.0,CYP450_3a4_substrate
darolutamide,C[C@@H](CN1C=CC(=N1)C2=CC(=C(C=C2)C#N)Cl)NC(=O)C3=NNC(=C3)C(C)O,398.8521,,,,,0.92,,,116.0,CYP450_3a4_substrate
itraconazole,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,705.643,5.66,,,,0.998,,,278.0,CYP450_3a4_substrate
vorinostat,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,264.32,,,,,0.7120000000000001,,,3.5500000000000003,
acalabrutinib,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,465.5147,,,100.0,,0.975,,,71.0,CYP450_3a4_substrate
diclofenac,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,296.152,,,,,0.995,,,2.5500000000000003,
triazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,343.216,,,,,0.45799999999999996,,,3.8,CYP450_3a4_substrate
tauroursodeoxycholic acid (taurursodiol),C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,499.7085,3.6,,0.001,,0.985,,,,
citalopram,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,324.3969,,9.5,3.3,,0.82,,,2.75,CYP450_3a4_substrate
felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,384.257,3.9,5.07,,,0.499,,,0.8,CYP450_3a4_substrate
encainide,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,352.4752,,,,,0.36,,,10410.0,
triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,253.268,,,,,0.315,,,41.5,
remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,602.5815,-2.31,,,,0.9079999999999999,0.8,,65058.7,CYP450_3a4_substrate
dihydroartemisinin,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C,284.35,,,,,0.615,,,35.5,
sulbactam,CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)O)C,233.2429,,,,,0.38,,,254.0,
bictegravir,C1C[C@@H]2C[C@H]1N3[C@H](O2)CN4C=C(C(=O)C(=C4C3=O)O)C(=O)NCC5=C(C=C(C=C5F)F)F,471.4,2.1,8.3,0.1,6.2,0.99,,0.25,0.504,CYP450_3a4_substrate
vinorelbine,CCC1=C[C@H]2C[C@@](C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,778.942,,,,,,,,14.0,
guanfacine,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl,282.55,,,,,0.7,,,414.4,CYP450_3a4_substrate
isavuconazole,C[C@@H](C1=NC(=CS1)C2=CC=C(C=C2)C#N)[C@](CN3C=NC=N3)(C4=C(C=CC(=C4)F)F)O,437.4723,3.5,,,,0.99,,,2500.0,CYP450_3a4_substrate
acetaminophen (paracetamol),CC(=O)NC1=CC=C(C=C1)O,151.16,,,,,0.2,,,0.08,CYP450_3a4_substrate
saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O,670.85,,,,,0.98,,,10.65,CYP450_3a4_substrate
doxepin,CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31,279.4,,8.96,0.0466,9.844999999999999,,,,8.5,CYP450_3a4_substrate
ertugliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@@]34[C@@H]([C@H]([C@@H]([C@@](O3)(CO4)CO)O)O)O)Cl,436.8855,,,0.76,,0.9359999999999999,0.7,,11.2,CYP450_3a4_substrate
temsirolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OC(=O)C(C)(CO)CO)C)/C)O)OC)C)C)/C)OC,1030.2943,,,,,,,,16.2,CYP450_3a4_substrate
ceftobiprole,C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=N\O)/C5=NSC(=N5)N)SC3)C(=O)O)/C2=O,534.6,,,250.0,,0.5,,,2.781,
imipramine,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,280.413,4.8,,,,0.4575,,,7.35,CYP450_3a4_substrate
tenofovir disoproxil,C[C@H](CN1C=NC2=C(N=CN=C21)N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,519.445,,,,,0.006999999999999999,,,,
apatinib,C1CCC(C1)(C#N)C2=CC=C(C=C2)NC(=O)C3=C(N=CC=C3)NCC4=CC=NC=C4,493.5853,,,,,0.924,0.626,,57.8,
moxifloxacin,COC1=C2C(=CC(=C1N3C[C@@H]4CCCN[C@@H]4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,401.436,,,,,0.209,,,7.0,
sacubitril,CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O,411.4951,,,,,0.97,,,,
trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,290.321,,,,,0.44,,,1.0999999999999999,
bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,654.602,,,,,,,,5.5,
azilsartan,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O,456.456,2.5,2.5,0.001,,0.99,,,1.5,CYP450_2c9_inhibitor
pramipexole,CCCN[C@H]1CCC2=C(C1)SC(=N2)N,211.33,,,,,0.15,,,4.8,CYP450_3a4_inhibitor
ceftaroline,CCO/N=C(/C1=NSC(=N1)NP(=O)(O)O)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)SC4=NC(=CS4)C5=CC=[N+](C=C5)C)C(=O)[O-],684.6939,,,,,,,,5.5,
tofisopam,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C,,4.0600000000000005,2.2,0.00239,,,,,,
raloxifene,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,473.59,,,,,0.95,,,536.5,CYP450_3a4_substrate
linagliptin,CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,472.5502,1.7,1.0,0.9,3.56,0.895,,,70.0,CYP450_3a4_substrate
adavosertib,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O,500.607,,,,,,,,23.74,
brivaracetam,CCC[C@@H]1CC(=O)N(C1)[C@@H](CC)C(=O)N,212.291,,,,,0.2,0.564,,0.817,CYP450_3a4_substrate
paroxetine,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,329.369,2.53,9.51,,,0.95,,,5.9,CYP450_3a4_substrate
telbivudine,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@H]([C@@H](O2)CO)O,242.229,,,,,,,,15.85,
cisapride,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,465.95,,,,,0.98,,,4.75,
tolfenamic acid,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,261.7068,,,,,0.997,,,,
riociguat,CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,422.42,,,0.001,,,,,1.8,CYP450_3a4_substrate
tigecycline,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,585.65,0.8,3.17,14550.0,,0.71,,,23.8,
TERN-101,CN1C=C(C2=C1C=C(C=C2)N3CCC(CC3)OCC4=C(ON=C4C5=C(C=CC=C5Cl)Cl)C6CC6)C(=O)O,540.4443,,,,,,,,7.41,
methylarbutin,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,286.278,0.36,,,,,,,,
etonogestrel (3-keto-desogestrel),CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,,,,,,0.9670000000000001,,,,
clozapine,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,326.829,,,,,0.97,,,3.8499999999999996,CYP450_3a4_substrate
speciociliatine,CC[C@@H]1CN2CCC3=C([C@H]2C[C@@H]1/C(=C\OC)/C(=O)OC)NC4=C3C(=CC=C4)OC,398.5,,,,7.58,,,0.04,5.72,
ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,254.284,,,,,0.99,,,,
6-mercaptopurine,C1=NC2=C(N1)C(=S)N=CN2,152.181,,,,,0.19,,,7.5,
raltegravir,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F,444.42,,,,,0.83,,,,
diltiazem,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,414.523,,,,,0.405,,,7.0,CYP450_3a4_substrate
tolbutamide,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,270.351,2.34,5.16,109000.0,,0.935,,,0.14,
chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,274.79,,,,,0.365,,,0.9,
bentysrepinine,CN(C)CCOC1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CC=CC=C2)CO)NC(=O)C3=CC=CC=C3,489.6,,,,,,,,148.35,
gefapixant,CC(C)C1=CC(=C(C=C1OC2=CN=C(N=C2N)N)S(=O)(=O)N)OC,353.4011,,,,,,,,12.5,
belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,318.35,,,,5.9,0.9434999999999999,,,1240.0,CYP450_3a4_substrate
zuranolone,C[C@]1(CC[C@H]2[C@@H](C1)CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4C(=O)CN5C=C(C=N5)C#N)C)O,409.57,4.5,,0.001,5.6,0.988,,,32.7,CYP450_3a4_substrate
"caffeine (1,3,7-TMX)",CN1C=NC2=C1C(=O)N(C(=O)N2C)C,194.1906,,,,,0.305,,,40.0,
(S)-mephenytoin,CC[C@@]1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,218.2,1.69,8.51,1.27,,0.3,0.779,,,
clofibrate,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,242.701,,,,,0.49050000000000005,,,0.1,
dienogest,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O,311.422,,,,,0.9,,,4.0,
zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,305.34,1.3,,,,0.375,0.55,,9.5,CYP450_3a4_substrate
iloperidone,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,426.5,,,,30.65,0.97,,,102.0,CYP450_3a4_substrate
amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,645.31,,,,,0.49995000000000006,,,1.15,
isoniazid,C1=CN=CC=C1C(=O)NN,137.141,,,100.0,,0.0,,,4.7,
napabucasin,CC(=O)C1=CC2=C(O1)C(=O)C3=CC=CC=C3C2=O,240.2132,2.3,,,,,,,,
abiraterone acetate,CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C,391.6,5.12,5.19,0.001,3.69,,,,,CYP450_3a4_substrate
finasteride,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC(C)(C)C)CC[C@@H]4[C@@]3(C=CC(=O)N4)C,372.549,,,,,0.9,,,1.5499999999999998,
lovastatin acid,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C,422.558,3.5,,,,0.95,,,,
hesperetin,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,302.281,,,,,,,,1179.465,
zimeldine,CN(C)C/C=C(/C1=CC=C(C=C1)Br)\C2=CN=CC=C2,,,,,,0.667,,,,
remibrutinib,CC1=C(C=C(C=C1NC(=O)C2=C(C=C(C=C2)C3CC3)F)F)C4=C(C(=NC=N4)N)OCCN(C)C(=O)C=C,507.5318,2.8,4.1,,17.0,,0.003,0.047,205.0,
metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,267.366,1.9,9.7,,,0.06,,,9.0,CYP450_2d6_inhibitor
etavopivat,C1COC2=C(O1)C=C(C=N2)S(=O)(=O)N3CC4=C(C3)CN(C4)C(=O)[C@H](CO)C5=CC=CC=C5,457.4995,,,,,,,,82.8,
desloratadine (descarboethoxyloratadine),C1CC2=C(C=CC(=C2)Cl)C(=C3CCNCC3)C4=C1C=CC=N4,310.8,,,,,0.845,,,,
dexmedetomidine,CC1=C(C(=CC=C1)[C@H](C)C2=CN=CN2)C,200.28,,,,,0.94,,,0.318,
resminostat,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO,349.4091,,,,5.2,,,,,
hydroxychloroquine,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,335.8764,,9.67,100.0,,,,,96.0,
dapsone,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,248.305,,,,,0.37,,,0.385,
fexofenadine (terfenadine carboxylate),CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,501.663,,,,,0.65,,,6.800000000000001,
modafinil,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N,273.354,1.7,,1.0,,0.6,,,0.525,
nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,309.403,,,,,0.3,,,,
sparsentan,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC(=C(C=C3)C4=CC=CC=C4S(=O)(=O)NC5=NOC(=C5C)C)COCC,592.8,4.26,4.09,1.48,16.5,0.498,0.813,,3.88,CYP450_3a4_substrate
oxaliplatin,C1CC[C@H]([C@@H](C1)[NH-])[NH-].C(=O)(C(=O)[O-])[O-].[Pt+4],395.2728,,,,,0.9,,,52.5,CYP450_3a4_substrate
clopidogrel,COC(=O)[C@H](C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,321.826,,5.3,,,0.98,,,,
alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.771,,,,,,,,0.44,CYP450_3a4_substrate
digoxin,C[C@@H]1[C@H]([C@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2O)O[C@@H]3[C@H](O[C@H](C[C@@H]3O)O[C@H]4CC[C@]5([C@@H](C4)CC[C@@H]6[C@@H]5C[C@H]([C@]7([C@@]6(CC[C@@H]7C8=CC(=O)OC8)O)C)O)C)C)C)O)O,780.943,,,,1.0,0.15,,,77.5,CYP450_3a4_substrate
pecazine,CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,310.4628,,,,16.0,,,,,
tolcapone,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],273.243,,,,,0.9990000000000001,,,0.915,CYP450_3a4_substrate
betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,307.43,,,,,0.55,,,4.7,CYP450_2d6_inhibitor
mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,444.485,,,,,0.97,,,10.5,
esuberaprost,CC#CC[C@H](C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C3=CC=CC(=C3O2)CCCC(=O)O)O)O,398.496,,,,,,,,79.5,
ceftazidime and avibactam,CC(C)(C(=O)O)O/N=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].C1C[C@H](N2C[C@@H]1N(C2=O)OS(=O)(=O)O)C(=O)N,636.6,,,,,0.135,,,6.86,
entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,560.6456,,1.0,42.2,,0.9978,,,19.6,CYP450_3a4_substrate
metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],171.155,,,,,0.07,,,0.8,
xanomeline,CCCCCCOC1=NSN=C1C2=CCCN(C2)C,281.42,,,242.0,4.15,0.95,,,1950.0,CYP450_2d6_inhibitor
mirabegron,C1=CC=C(C=C1)[C@H](CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O,396.5126,2.1,,,,0.71,,,57.0,CYP450_3a4_substrate
indisulam,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,385.851,,,,,0.997,,,2.3,
